,ADB_MNTORD,target,GROUP
1060,27229500.0,18.572744542041608,1
1063,32251758.0,17.249243278458213,1
1064,1085463739.0,0.0,0
1065,25555000.0,14.888349208277488,1
1070,49498299.0,14.070193860765196,1
1071,43780943.0,14.24588288977854,1
1072,3525366.0,14.577612742627544,1
1078,708000.0,14.782993139080595,1
1090,18311321.0,13.796287982405556,1
1097,2196721097.0,0.0,0
1100,58077329.0,16.81032621155051,1
1105,160565547.0,0.0,0
1106,1680000.0,17.475286405969186,1
1108,130308397.0,0.0,0
1109,53643010.0,0.0,0
1111,98172209.0,0.0,0
1113,428942206.0,14.8321073331454,1
1114,10727612.0,16.051955955291376,1
1116,320317792.0,16.659516626940903,1
1122,8156842035.0,0.0,0
1123,29363764.0,0.0,0
1124,34998000.0,0.0,0
1127,32671303.0,0.0,0
1129,1523630984.0,0.0,0
1132,21381310.0,0.0,0
1139,3526271415.0,0.0,0
1144,537395932.0,0.0,0
1148,1256126645.0,0.0,0
1149,569306109.0,16.87187286508476,1
1151,260194383.0,17.608962054472673,1
1153,24997212.0,13.419788828603098,1
1157,1687052892.0,16.672957069053222,1
1162,9208616.0,15.950470530558007,1
1163,1450114925.0,0.0,0
1166,6878900.0,13.86365670527555,1
1173,98320.0,16.124959540479647,1
1176,18690000.0,16.092949110358216,1
1183,430499699.0,0.0,0
1185,85022679.0,16.479558086548707,1
1187,6050013.0,15.342817166458687,1
1194,587160742.0,0.0,0
1199,12353858.0,0.0,0
1200,10694682.0,14.163746896816427,1
1203,26317854.0,15.425988129765232,1
1205,63004247.0,16.112497208885525,1
1214,9153350.0,16.257110009614568,1
1216,7703853.0,0.0,0
1223,234875475.0,16.245300120750972,1
1224,1616346634.0,0.0,0
1229,46481187.0,15.524672350028887,1
1243,2672100.0,17.14819780874434,1
1245,15325600.0,15.89856294767875,1
1248,3759240.0,15.744003911362315,1
1252,725000.0,17.83606441820997,1
1254,152714531.0,13.879603042142149,1
1255,200234.0,15.279589463640844,1
1259,29685000.0,15.325839705094607,1
1261,20070400.0,18.277204845372,1
1263,2176816550.0,0.0,0
1268,639856.0,0.0,0
1272,38297756.0,17.577217010563945,1
1277,673457237.0,0.0,0
1279,6090000.0,0.0,0
1286,4260268.0,14.768756746927721,1
1288,2747920.0,16.311681032030787,1
1293,428621998.0,16.91076562578954,1
1296,12296886.0,0.0,0
1299,37889114.0,14.876714809588632,1
1304,1849999.0,18.10480030158453,1
1305,24837230.0,16.993915201769983,1
1308,3610800.0,0.0,0
1311,908075.0,14.731188301999767,1
1324,5340000.0,14.849584681050306,1
1328,637565319.0,0.0,0
1330,12681544.0,19.10442830618916,1
1332,93441257.0,15.397023985931694,1
1333,57655739.0,0.0,0
1341,160081.0,14.495943757304966,1
1347,140000.0,18.333795613538754,1
1357,105284701.0,16.197881587207355,1
1360,124969181.0,16.072579531251247,1
1361,429817763.0,16.389535758923525,1
1362,19040000.0,15.945427985043944,1
1376,109541102.0,16.930849403521155,1
1383,6671752788.0,19.28403263458487,1
1384,11514228.0,15.137820111285729,1
1393,267055924.0,15.53531222893651,1
1403,260201863.0,19.047749215227007,1
1409,12311736.0,17.865087992741753,1
1414,407000.0,15.335595153206336,1
1415,5552398.0,17.631497264027082,1
1423,77569070.0,14.271882952635222,1
1429,4329600.0,16.423218593363487,1
1434,34849932.0,0.0,0
1436,1376228354.0,0.0,0
1437,7060142.0,13.88966210059736,1
1440,17999400.0,13.122741305980327,1
1441,771500.0,15.775044198684581,1
1451,28534265.0,17.38774206009554,1
1452,121125191.0,15.937536979368735,1
1453,137057038.0,13.976665507664395,1
1454,1922470.0,14.62526363718217,1
1461,771394800.0,16.141871355512087,1
1462,3793875082.0,16.82326537030043,1
1463,734000.0,16.158277536652626,1
1466,289000.0,15.259615467460376,1
1471,11760000.0,12.013664388585179,1
1472,5738789075.0,0.0,0
1473,774031533.0,0.0,0
1475,14767200.0,15.723206766900216,1
1479,140091901.0,17.029788227500795,1
1480,4805058265.0,0.0,0
1483,154597968.0,15.774237928654651,1
1484,133500.0,14.346996676247231,1
1488,485192310.0,16.730310936968557,1
1490,82531932.0,15.489566238395831,1
1491,38812616.0,14.943006663841224,1
1493,1092274849.0,18.615696931867443,1
1496,500000.0,16.999866074248974,1
1498,28030029.0,17.411798513309257,1
1502,26738800.0,0.0,0
1515,276830255.0,0.0,0
1518,20246920.0,13.70955430933724,1
1529,1812599725.0,16.596750562212975,1
1534,1197154135.0,0.0,0
1535,778800.0,16.55409080470878,1
1536,1830421182.0,17.928092503519267,1
1541,52616853.0,15.535552196373722,1
1544,3363851222.0,0.0,0
1547,1565800.0,0.0,0
1549,10648400.0,16.764623282358645,1
1550,3066921324.0,0.0,0
1551,105411490.0,0.0,0
1552,25873507.0,15.234486510243867,1
1553,46257298.0,15.769417079218915,1
1554,2304295.0,13.817679204749046,1
1563,65612400.0,17.454585319699028,1
1567,6897490.0,0.0,0
1569,586123547.0,0.0,0
1572,326747236.0,17.444587830090402,1
1575,22167480.0,0.0,0
1579,125121.0,15.523295851415876,1
1580,50938610.0,16.099095995194194,1
1581,551383985.0,13.759716624562053,1
1584,181000.0,14.80428045048432,1
1586,21200000.0,0.0,0
1588,93222285.0,0.0,0
1591,230000.0,0.0,0
1593,17893659.0,14.415181326339846,1
1595,2094159928.0,19.485966946367284,1
1596,13188870.0,14.924752154849037,1
1600,26840000.0,15.158025952862374,1
1605,468000.0,11.656454217045027,1
1606,1388220.0,0.0,0
1608,591114770.0,0.0,0
1610,249677965.0,0.0,0
1611,506391302.0,13.51773909165718,1
1615,999566.0,15.59574975629461,1
1620,3605187.0,15.38858319659506,1
1622,19674660.0,0.0,0
1623,97072640.0,16.98340184077602,1
1630,66655273.0,16.216360733461663,1
1631,174976893.0,16.27646308491121,1
1632,4339201489.0,20.630532218754553,1
1633,16943300.0,14.236669865324075,1
1644,124301876.0,16.74589278117993,1
1646,17778627.0,16.975469534440535,1
1655,13820535.0,16.71878274633295,1
1656,21551925401.0,20.789937564929513,1
1658,53730740.0,16.714060505341028,1
1663,227592602.0,18.712140335087977,1
1664,246497344.0,14.343182089294336,1
1665,5090520.0,0.0,0
1671,152805466.0,0.0,0
1672,14999410.0,13.542366297566707,1
1696,796500.0,0.0,0
1697,240549725.0,15.68849480517616,1
1708,29500000.0,15.412465886095994,1
1709,10740800.0,18.193137339966697,1
1716,17998100.0,12.471313537764583,1
1728,324603187.0,17.15453227806951,1
1730,178770.0,14.300748798952416,1
1740,1441481969.0,15.201956407609199,1
1741,128335538.0,0.0,0
1743,834260.0,0.0,0
1744,86311045.0,0.0,0
1746,19303050.0,0.0,0
1747,1288000.0,16.062614547293904,1
1753,1044244816.0,0.0,0
1754,241388500.0,0.0,0
1759,411466.0,18.295979688885968,1
1765,252042600.0,0.0,0
1766,926089001.0,16.6208664616417,1
1767,38523950.0,13.729322841673019,1
1768,47962569.0,16.230718372846063,1
1777,54552000.0,17.19024201982247,1
1779,44225494.0,0.0,0
1782,3574000.0,18.271835444009067,1
1785,27293990.0,18.030486022743467,1
1786,172845135.0,16.806488648277067,1
1787,59562288.0,15.54715601457616,1
1793,254900.0,15.466722075993152,1
1796,287685000.0,17.60912347117716,1
1800,107616.0,20.167402332133282,1
1803,3647500.0,16.23925546775536,1
1806,36927156.0,0.0,0
1808,702747466.0,0.0,0
1813,147299213.0,0.0,0
1822,9811732.0,17.425796000371086,1
1824,946000.0,15.864180987852206,1
1825,48335486.0,0.0,0
1828,1615378214.0,17.836547202262874,1
1832,21449580.0,0.0,0
1833,19701248.0,16.91800774554688,1
1834,84328278.0,16.099253242504435,1
1836,30265351.0,14.90591155943253,1
1837,351959.0,13.097256829154412,1
1838,53149444.0,16.406077053606346,1
1840,13920000.0,17.208884449110727,1
1844,17368808773.0,18.741202313799786,1
1845,4578829.0,17.132956407201654,1
1860,6155398.0,0.0,0
1864,43674160.0,0.0,0
1865,54824146.0,15.267840522160133,1
1870,277741665.0,0.0,0
1874,4857372292.0,0.0,0
1877,19770549.0,16.85836264905421,1
1880,3186000.0,13.87849380779418,1
1882,102134015.0,15.918039888608265,1
1886,431203881.0,0.0,0
1888,182005351.0,0.0,0
1895,568101152.0,0.0,0
1896,29016200.0,13.711306040549605,1
1903,17600825.0,16.952027381286992,1
1906,9899999.0,14.210907821648155,1
1912,252413351.0,16.803202544868718,1
1914,4612457.0,15.511263221467168,1
1915,33050684.0,13.42659425981376,1
1920,73617347.0,16.298559566738447,1
1923,451618021.0,17.166143852986483,1
1930,127667733.0,15.664557321615709,1
1932,253001808.0,0.0,0
1934,260087480.0,13.872103534196727,1
1941,2994977.0,0.0,0
1942,13667300.0,19.841565557401378,1
1948,18189138.0,13.674237274087687,1
1949,23454159.0,16.782101157766533,1
1955,16902594.0,12.739740390294788,1
1957,584821539.0,15.569064918138569,1
1960,10312572.0,13.497984896056252,1
1967,395200.0,0.0,0
1969,146102629.0,15.067211534173975,1
1970,2750000.0,14.677897433001235,1
1976,3529253436.0,0.0,0
1977,9558000.0,14.646724331563004,1
1978,3403780.0,17.012666320832736,1
1983,111168245.0,18.127248745648448,1
1985,5398600.0,16.02394803511456,1
1987,74434593.0,15.863365581725965,1
1989,4254130.0,17.55036271091713,1
1992,4402705.0,16.94130641824836,1
2011,29891207.0,0.0,0
2016,6114964.0,19.380710883515466,1
2028,6604312.0,13.822921032447868,1
2029,14113100.0,14.632284554873815,1
2033,1071204.0,16.028702312075833,1
2034,520000.0,14.64784647316895,1
2036,4683840.0,16.4429284109225,1
2038,2187640.0,15.034315125877454,1
2045,87413408.0,16.420863434705208,1
2050,30336621.0,15.707057743609216,1
2055,14590600.0,14.615574842070279,1
2056,798000.0,18.437303566120587,1
2057,84427738.0,18.49848920370567,1
2058,1833589547.0,0.0,0
2069,14690544.0,12.975175732618034,1
2070,276010970.0,0.0,0
2071,16000344.0,0.0,0
2073,1935250.0,14.05894916433182,1
2082,15708992.0,13.726957993955814,1
2084,92018100.0,16.457183036523322,1
2087,14896000.0,15.162253731330168,1
2088,30310652.0,11.076372085578823,1
2091,8968000.0,12.576842783841453,1
2095,1753559094.0,0.0,0
2096,33986144.0,0.0,0
2099,449094807.0,16.285539751862956,1
2106,100000.0,18.21536989070113,1
2107,40392100.0,15.180501350939617,1
2108,270585736.0,0.0,0
2113,8915523.0,18.72203354965291,1
2114,33775140.0,0.0,0
2117,430572828.0,16.770812374920364,1
2120,198297616.0,0.0,0
2121,21013268.0,0.0,0
2124,7817171.0,17.639578097254482,1
2136,1984984.0,0.0,0
2144,147268199.0,0.0,0
2151,628850313.0,0.0,0
2153,201630193.0,13.897812864666154,1
2154,781177.0,15.311245026878286,1
2156,11648997268.0,0.0,0
2160,3760443.0,14.999343816243284,1
2161,513013244.0,15.387682645205883,1
2162,2303881141.0,0.0,0
2170,800000.0,12.40135155869608,1
2175,2799606.0,12.396589694017287,1
2179,9999910.0,0.0,0
2183,170000.0,17.170103983960733,1
2194,349230.0,12.791851741057194,1
2195,498888.0,16.154714713520946,1
2199,890000.0,14.763903650607073,1
2200,500000.0,17.945301186263148,1
2211,730600.0,12.435977289062285,1
2218,19286893.0,14.06078109198999,1
2219,80720875.0,14.828469093109375,1
2220,600000.0,11.87757552297847,1
2224,377832019.0,13.891925153529913,1
2233,105840291.0,16.597128952232403,1
2237,145639834.0,16.861219053947202,1
2240,3864180.0,16.650248797599556,1
2244,49573662.0,15.145510455461139,1
2245,180519133.0,17.130382727172062,1
2250,350401394.0,0.0,0
2256,48865245.0,15.80718971344492,1
2257,25569600.0,17.00484885356466,1
2259,164038842.0,15.807997539222207,1
2260,133720129.0,0.0,0
2266,26386724.0,19.122796996861066,1
2270,995280.0,14.001751092191473,1
2275,1800000.0,0.0,0
2278,2138620340.0,16.874775456286677,1
2280,108695586.0,15.852963148453036,1
2282,130449611.0,20.93194757045706,1
2283,1454000.0,14.650635485060711,1
2287,388283870.0,16.780144038098776,1
2291,47092168.0,0.0,0
2298,542380817.0,0.0,0
2308,66640700.0,17.94686414255884,1
2335,15523160.0,15.590846055804773,1
2339,91386800.0,20.44728508160824,1
2340,622292640.0,14.849032350962672,1
2346,1427053789.0,0.0,0
2349,158513902.0,16.838521074094285,1
2355,415723714.0,17.40889107195978,1
2356,124330976.0,0.0,0
2365,463650000.0,18.715499829726678,1
2370,14000000.0,15.821530372739474,1
2372,27014920.0,17.947400552635113,1
2375,2000000.0,17.829360499304332,1
2382,149413338.0,0.0,0
2394,85804800.0,0.0,0
2398,24807077.0,0.0,0
2401,216907908.0,0.0,0
2404,7901996690.0,0.0,0
2410,14984360.0,13.595518286149051,1
2411,2796600.0,17.23531226754926,1
2417,486164605.0,15.538683323208186,1
2421,50800.0,15.798764522539322,1
2423,121499.0,13.628248014575586,1
2424,133181840.0,16.82691310887577,1
2426,1145688.0,14.867132212337394,1
2429,22209993.0,14.538844984030623,1
2432,43044454.0,15.685123262797172,1
2434,1891751418.0,17.7572021266003,1
2436,42721655.0,14.996756656039047,1
2437,108835392.0,15.632459589453488,1
2438,16587634.0,13.911147048159936,1
2439,18732122.0,15.204299056136847,1
2441,39753605.0,19.60150804988933,1
2446,20768426.0,0.0,0
2451,5165928854.0,18.396419772191685,1
2456,2322000.0,0.0,0
2458,4055424.0,13.932660504373054,1
2466,1746298043.0,15.709765542653715,1
2467,74415964.0,0.0,0
2469,28175288.0,15.98651948848208,1
2478,3024930662.0,0.0,0
2479,22648500.0,13.849396876190596,1
2480,9517422.0,13.835042560409558,1
2483,2400000.0,18.073248086769095,1
2484,1499980.0,15.943035466472091,1
2485,2849145.0,17.990757919413568,1
2486,500000.0,13.291408862528119,1
2489,354000.0,0.0,0
2490,210335915.0,0.0,0
2495,8455200.0,0.0,0
2497,1899800.0,17.57213898357558,1
2502,7899250.0,0.0,0
2503,363012851.0,0.0,0
2505,6783386535.0,18.32662525169832,1
2507,123679989.0,0.0,0
2508,993633.0,14.444256807920635,1
2516,57018720.0,0.0,0
2520,193167239.0,17.00302503658417,1
2521,26348000.0,0.0,0
2524,823451218.0,18.184665329512594,1
2527,2991687.0,14.837937024936005,1
2529,609855464.0,0.0,0
2530,74756304.0,0.0,0
2531,1235271939.0,17.400662717543945,1
2532,5471612662.0,0.0,0
2534,58070480.0,15.391840396939022,1
2545,12450000.0,0.0,0
2548,23536200.0,16.126820379582664,1
2550,10100004.0,0.0,0
2553,459471535.0,0.0,0
2554,6127752.0,17.275456261115337,1
2557,600000.0,16.136510354749802,1
2559,69424071.0,16.001295057547473,1
2560,8618360.0,13.042685769740338,1
2564,27735900.0,15.340775243864954,1
2565,958445168.0,0.0,0
2567,4060000.0,14.877953898769471,1
2570,9981613121.0,0.0,0
2573,465900830.0,18.95271915908917,1
2574,6891331634.0,15.957489714052294,1
2591,247270781.0,15.755589308847359,1
2593,158459874.0,14.212904515120867,1
2597,15635000.0,19.603503189019264,1
2600,35211200.0,0.0,0
2601,597925.0,13.953692121764028,1
2603,125000.0,14.935038579686625,1
2615,1000000.0,17.13711768513607,1
2621,4813333.0,16.222623670187133,1
2622,315396967.0,19.015315650471926,1
2628,88751509.0,15.72789140132271,1
2629,3122100.0,13.764965404701982,1
2631,44457926.0,16.269477644365313,1
2635,1799146.0,0.0,0
2637,53518267.0,14.972842282184455,1
2654,1257520.0,0.0,0
2657,3789212512.0,21.658113338004778,1
2658,204556182.0,0.0,0
2661,18679200.0,8.497398564088057,1
2672,5305200.0,12.127970553643172,1
2673,6958020.0,15.952416084847927,1
2675,169196892.0,16.480367413447706,1
2676,316178277.0,15.375246961080075,1
2678,74789212.0,17.235214204131534,1
2685,3062500.0,16.973119006993922,1
2693,313312.0,17.431859130278866,1
2694,28886085.0,15.508601146595376,1
2696,581000.0,17.498917615794088,1
2701,22904049.0,12.451635006791545,1
2709,18690000.0,17.833913159611214,1
2713,35687477.0,14.314267446642445,1
2720,13855434.0,13.485414947380557,1
2722,34928000.0,15.488486678890032,1
2732,321502233.0,18.386268372175135,1
2739,37798881.0,15.72228865279313,1
2746,14908277.0,16.518247133395786,1
2751,552000.0,17.495385316221302,1
2752,141817649.0,0.0,0
2758,10746200.0,15.060201607428686,1
2765,66325422.0,15.638847179543744,1
2766,30515158.0,15.00632729956496,1
2767,3859520.0,19.05447309679101,1
2772,37357948.0,15.605258839442733,1
2774,377595938.0,17.581340405009502,1
2777,18985388.0,14.385548418364868,1
2788,109280761.0,13.883133691788759,1
2797,116838444.0,17.234333984197818,1
2805,97461040.0,16.08867682991895,1
2814,54330090.0,15.586922241324215,1
2816,13981267.0,17.449360879708646,1
2817,17283945.0,16.011266835653736,1
2822,81500.0,16.975919207054766,1
2825,74919303.0,15.81254270816586,1
2827,79056794.0,14.656827712387285,1
2828,320869268.0,0.0,0
2839,70713644.0,18.774335448556503,1
2840,159087690.0,0.0,0
2845,284056975.0,17.561872833014707,1
2849,123745.0,14.911286494653107,1
2850,5887164346.0,18.659966765686804,1
2851,117195691.0,16.282943935401164,1
2852,696000.0,18.96943621729641,1
2854,4902549.0,14.661392988531716,1
2859,299398641.0,17.69979191772136,1
2860,538064319.0,17.98266832711229,1
2864,508785849.0,17.100167419228153,1
2873,7978083.0,17.337494932954808,1
2875,14893795002.0,0.0,0
2876,51699048.0,13.983521031295812,1
2879,111761057.0,0.0,0
2887,2896796.0,0.0,0
2888,378823818.0,0.0,0
2889,915349809.0,0.0,0
2891,1711206497.0,0.0,0
2898,152172164.0,16.95646994304837,1
2899,63250237.0,15.50456043916338,1
2902,174167845.0,15.674497585875555,1
2907,269600.0,18.354130333655704,1
2910,109552.0,14.575395402274108,1
2913,7112800.0,0.0,0
2917,558844943.0,17.20194344559633,1
2920,182040000.0,17.0374641217314,1
2922,18814157.0,13.827861964323207,1
2926,78999479.0,14.784375523472896,1
2928,8694200.0,0.0,0
2933,5400686.0,16.786249124853622,1
2937,5036420.0,19.091125718497878,1
2938,82800000.0,17.610314613609678,1
2939,919750.0,16.355056738906214,1
2940,122017280.0,0.0,0
2943,1566036710.0,0.0,0
2945,12343952.0,0.0,0
2946,271122100.0,0.0,0
2948,5544000.0,14.373929058007946,1
2949,167955071.0,16.551792661948838,1
2952,42300306.0,0.0,0
2959,56632647.0,0.0,0
2960,89041338.0,16.029542103616862,1
2964,11686239.0,18.65853669519147,1
2965,518890.0,14.27523339551067,1
2967,254750553.0,17.133696986623658,1
2968,107892356.0,17.6012369422947,1
2972,10793350.0,14.58085001977042,1
2976,708000.0,0.0,0
2981,740000.0,14.885999054271474,1
2986,1813898.0,15.156038690708833,1
2989,196600.0,0.0,0
2993,910497331.0,0.0,0
2995,71961976.0,15.518188691133044,1
2999,27358898.0,16.215928555106974,1
3003,190310886.0,0.0,0
3009,106165396.0,15.55600252194592,1
3011,428957240.0,0.0,0
3012,7630001.0,16.4488568247472,1
3014,1013611143.0,18.779349979968046,1
3016,4330406603.0,0.0,0
3017,1510400.0,17.216386788062785,1
3032,155172360.0,0.0,0
3039,29350000.0,12.611294390694644,1
3043,3101675.0,17.18439347269281,1
3044,477253044.0,17.494164080000512,1
3046,176797438.0,16.594333370321095,1
3047,207322399.0,15.767794636020653,1
3048,5228785.0,18.198254335429784,1
3055,34372755.0,13.857640496752383,1
3067,321185833.0,15.493614275071472,1
3068,24886115.0,14.874118226304144,1
3076,17358142.0,0.0,0
3084,4014130.0,16.231790786971203,1
3099,19468440.0,15.464654258191619,1
3102,18562072.0,14.89102547763076,1
3109,9614179.0,0.0,0
3112,19051000.0,0.0,0
3113,21243768.0,16.545004196360136,1
