,CTR_OBLDIR,CTR_OBLACP,CTR_OBLRES,CTR_OBLFOP,CTR_OBLTFP,CTR_OBLDCO,CTR_OBLTVA,CTR_OBLTCL,target,GROUP
302,4,2,2,2,2,1,2,3,0.0,0
303,4,2,2,2,2,1,2,3,14.781983246919374,1
304,4,2,2,2,2,1,2,3,16.625617222349895,1
305,4,2,2,2,2,1,2,3,15.973448073279506,1
306,4,2,2,2,2,1,2,3,14.13183256402515,1
307,4,2,2,2,2,1,2,3,15.409527374160314,1
308,4,2,2,2,2,1,2,3,0.0,0
309,4,2,1,1,1,1,2,3,13.077677678381589,1
310,4,2,2,2,2,1,2,3,17.600758972085995,1
311,4,2,2,2,2,1,2,3,14.104252318747996,1
312,8,2,2,2,2,1,2,3,14.368815617934876,1
313,4,2,2,2,2,1,2,3,15.195083631754036,1
314,4,2,2,2,2,1,2,3,14.524743663509865,1
315,6,1,2,1,2,1,3,3,14.523766031319985,1
316,4,2,1,1,1,1,2,3,16.397402498925345,1
317,4,2,2,2,2,1,2,3,15.20644090626991,1
318,4,2,2,2,2,1,2,3,15.679982085034661,1
319,6,2,2,1,1,1,3,3,20.43897409748196,1
320,8,2,2,2,2,1,2,3,13.50627793148205,1
321,4,2,2,2,2,1,2,3,0.0,0
322,4,2,2,2,2,1,2,3,17.54460280507289,1
323,4,2,2,2,2,1,2,3,17.210958409375696,1
324,4,2,2,2,2,1,2,3,0.0,0
325,4,2,2,2,2,1,2,3,13.871873878023141,1
326,4,2,2,2,2,1,2,3,13.372276602235813,1
327,4,2,2,2,2,1,2,3,14.907857594196287,1
328,4,2,2,2,2,1,2,3,18.946467499749986,1
329,8,2,2,2,2,1,2,3,14.121743739595926,1
330,4,2,2,2,2,1,2,3,12.095604664504066,1
331,4,2,2,2,2,1,2,3,15.125868083270655,1
332,4,2,2,2,2,1,2,3,0.0,0
333,8,2,2,2,2,1,2,3,14.683260414593933,1
334,4,2,2,2,2,1,2,3,16.669579435024474,1
335,4,2,2,2,2,1,2,3,15.233692803024475,1
336,4,2,2,2,2,1,2,3,0.0,0
337,4,2,2,2,2,1,2,3,19.59474293255765,1
338,4,2,2,2,2,1,2,3,0.0,0
339,4,2,2,2,2,1,2,3,21.33928799848659,1
340,4,2,2,2,2,1,2,3,13.940758109120516,1
341,8,2,2,2,2,1,2,3,0.0,0
342,4,2,1,1,1,1,2,3,0.0,0
343,4,2,2,2,2,1,2,3,0.0,0
344,4,2,2,2,2,1,2,3,15.116682937879837,1
345,4,2,2,2,2,1,2,3,17.133853329480278,1
346,4,2,2,2,2,1,2,3,15.367799962391715,1
347,4,2,2,2,2,1,2,3,16.47504535714645,1
348,4,2,2,2,2,1,2,3,19.140612751772426,1
349,4,2,2,2,2,1,2,3,17.63856529111338,1
350,4,2,2,2,2,1,2,3,17.51300916027106,1
351,4,2,2,2,2,1,2,3,17.947310028428536,1
352,4,2,2,2,2,1,2,3,0.0,0
353,4,2,2,2,2,1,2,3,16.817002562376544,1
354,6,1,2,1,2,1,3,3,0.0,0
355,4,2,2,2,2,1,2,3,0.0,0
356,8,2,2,2,2,1,2,3,16.57659738629922,1
357,4,2,2,2,2,1,2,3,18.388619935000843,1
358,4,2,2,2,2,1,2,3,17.257464235988607,1
359,4,2,2,2,2,1,2,3,16.92078825322862,1
360,4,2,2,2,2,1,2,3,0.0,0
361,6,1,2,1,2,1,3,3,14.13367042772797,1
362,4,2,2,2,2,1,2,3,15.11810913036103,1
363,4,2,2,2,2,1,2,3,18.49094427714003,1
364,4,2,2,2,2,1,2,3,14.585619242623205,1
365,4,2,2,2,2,1,2,3,0.0,0
366,4,2,2,2,2,1,2,3,16.021788364208046,1
367,4,2,2,2,2,1,2,3,19.079802427224656,1
368,4,2,2,2,2,1,2,3,15.706102481347287,1
369,4,2,2,2,2,1,2,3,16.318231912727132,1
370,4,2,2,2,2,1,2,3,0.0,0
371,4,2,2,2,2,1,2,3,18.162940856552225,1
372,4,2,2,2,2,1,2,3,13.895979328706204,1
373,4,2,2,2,2,1,2,3,0.0,0
374,8,2,1,1,1,1,2,3,15.078426099943844,1
375,4,2,2,2,2,1,2,3,0.0,0
376,4,2,2,2,2,1,2,3,0.0,0
377,4,2,2,2,2,1,2,3,18.65191925846441,1
378,4,2,2,2,2,1,2,3,11.987680289391447,1
379,4,2,2,2,2,1,2,3,15.266938185200873,1
380,8,2,2,2,2,1,2,3,15.036603571588495,1
381,4,2,2,2,2,1,2,3,17.004241517689614,1
382,4,2,2,2,2,1,2,3,17.205601254786956,1
383,8,2,2,2,2,1,2,3,12.397812213302386,1
384,4,2,2,2,2,1,2,3,19.591337938353494,1
385,4,2,2,2,2,1,2,3,0.0,0
386,4,2,2,2,2,1,2,3,0.0,0
387,8,2,1,1,1,1,2,3,0.0,0
388,4,2,2,2,2,1,2,3,17.312705852585054,1
389,4,2,2,2,2,1,2,3,14.990771493299427,1
390,4,2,2,2,2,1,2,3,14.327722620180152,1
391,4,2,2,2,2,1,2,3,15.632134657507127,1
392,4,2,2,2,2,1,2,3,0.0,0
393,4,2,2,2,2,1,2,3,15.060424229744802,1
394,4,2,2,2,2,1,2,3,17.742793299129648,1
395,8,2,2,2,2,1,2,3,15.066746074784772,1
396,4,2,2,2,2,1,2,3,17.81962139336323,1
397,8,2,2,2,2,1,2,3,14.904400066554242,1
398,4,2,2,2,2,1,2,3,0.0,0
399,8,2,2,2,2,1,2,3,15.270973875067332,1
400,4,2,2,2,2,1,2,3,15.918271208434234,1
401,4,2,2,2,2,1,2,3,16.287392250074575,1
402,4,2,2,2,2,1,2,3,17.091809914858825,1
403,4,2,2,2,2,1,2,3,9.328212292571072,1
404,4,2,2,2,2,1,2,3,15.297733771107724,1
405,4,2,2,2,2,1,2,3,15.552955506827637,1
406,6,1,2,1,2,1,3,3,0.0,0
407,4,2,2,2,2,1,2,3,0.0,0
408,4,2,2,2,2,1,2,3,20.000070613846397,1
409,4,2,2,2,2,1,2,3,16.59518536450174,1
410,4,2,2,2,2,1,2,3,16.13946489360885,1
411,4,2,2,2,2,1,2,3,18.259378720782472,1
412,4,2,2,2,2,1,2,3,16.130152079262132,1
413,4,2,2,2,2,1,2,3,20.001027002034352,1
414,4,2,2,2,2,1,2,3,16.693809790856488,1
415,4,2,2,2,2,1,2,3,15.019437361232178,1
416,4,2,2,2,2,1,2,3,0.0,0
417,4,2,2,2,2,1,2,3,15.611078432667934,1
418,4,2,2,2,2,1,2,3,0.0,0
419,4,2,2,2,2,1,2,3,14.396222813694305,1
420,4,2,2,2,2,1,2,3,15.03142902787103,1
421,4,2,2,2,2,1,2,3,15.464527388619327,1
422,4,2,2,2,2,1,2,1,0.0,0
423,4,2,2,2,2,1,2,3,11.537920470859527,1
424,4,2,2,2,2,1,2,3,17.29756769803847,1
425,4,2,2,2,2,1,2,3,17.66668875608694,1
426,6,1,2,1,2,1,3,3,13.797299743062238,1
427,4,2,2,2,2,1,2,3,17.972390260896812,1
428,4,2,2,2,2,1,2,3,0.0,0
429,6,1,2,1,2,1,3,3,0.0,0
430,4,2,2,2,2,1,2,3,0.0,0
431,4,2,2,2,2,1,2,3,16.101179374141992,1
432,4,2,2,2,2,1,2,3,16.312095994459654,1
433,4,2,2,2,2,1,2,3,16.868955358475848,1
434,4,2,2,2,2,1,2,3,0.0,0
435,4,2,2,2,2,1,2,3,0.0,0
436,4,2,1,1,1,1,2,3,13.568422614073274,1
437,4,2,2,2,2,1,2,3,17.506390434897636,1
438,4,2,2,2,2,1,2,3,13.312312437361614,1
439,4,2,2,2,2,1,2,3,15.811964570654052,1
440,8,2,2,2,2,1,2,3,13.508617123384607,1
441,4,2,2,2,2,1,2,3,15.244839982958956,1
442,4,2,2,2,2,1,2,3,0.0,0
443,4,2,2,2,2,1,2,3,15.662042420822756,1
444,4,2,2,2,2,1,2,3,14.885998025747949,1
445,6,2,2,1,1,1,3,3,0.0,0
446,4,2,2,2,2,1,2,3,0.0,0
447,4,2,2,2,2,1,2,3,17.62316655404372,1
448,4,2,2,2,2,1,2,3,16.70992413668677,1
449,4,2,2,2,2,1,2,3,16.405556123858737,1
450,6,2,2,1,1,1,3,3,13.029565838272898,1
451,4,2,2,2,2,1,2,3,15.669716987540802,1
452,4,2,2,2,2,1,2,3,15.628842166409813,1
453,4,2,2,2,2,1,2,3,15.072834822201273,1
454,4,2,2,2,2,1,2,3,13.794428893048105,1
455,4,2,2,2,2,1,2,3,18.37629937026781,1
456,8,2,2,2,2,1,2,3,14.36433229921841,1
457,4,2,2,2,2,1,2,3,0.0,0
458,4,2,2,2,2,1,2,3,12.986291617921404,1
459,8,2,2,2,2,1,2,3,14.188809848517653,1
460,4,2,2,2,2,1,2,3,15.026011209458494,1
461,4,2,2,2,2,1,2,3,16.67146275647871,1
462,6,1,2,1,2,1,3,3,0.0,0
463,8,2,2,2,2,1,2,3,12.662614191180811,1
464,4,2,2,2,2,1,2,3,0.0,0
465,4,2,2,2,2,1,2,3,15.000300542873434,1
466,4,2,2,2,2,1,2,3,12.923914877701904,1
467,4,2,2,2,2,1,2,3,15.660891517560394,1
468,6,1,2,1,1,1,3,3,20.233460365332192,1
469,4,2,2,2,2,1,2,3,15.601283812172866,1
470,4,2,2,2,2,1,2,3,0.0,0
471,4,2,2,2,2,1,2,3,0.0,0
472,4,2,2,2,2,1,2,3,15.234639176403801,1
473,4,2,2,2,2,1,2,3,16.476648660227813,1
474,4,2,2,2,2,1,2,3,17.22303050998776,1
475,4,2,2,2,2,1,2,3,17.268462341021134,1
476,4,2,2,2,2,1,2,3,16.759668550289188,1
477,4,2,2,2,2,1,2,3,15.967503432291537,1
478,6,1,2,1,2,1,3,3,15.300989402255261,1
479,8,2,2,2,2,1,2,3,12.073380900303096,1
480,4,2,2,2,2,1,2,3,17.331757672842393,1
481,4,2,2,2,2,1,2,3,19.355163889777675,1
482,4,2,2,2,2,1,2,3,13.999692050671229,1
483,8,2,2,2,2,1,2,3,14.063430230577028,1
484,6,1,2,1,2,1,3,3,15.171552133591941,1
485,4,2,2,2,2,1,2,3,17.358470227801327,1
486,4,2,2,2,2,1,2,3,15.353941285830023,1
487,4,2,2,2,2,1,2,3,15.866552753723225,1
488,8,2,2,1,1,1,2,3,14.800969825895455,1
489,4,2,2,2,2,1,2,3,0.0,0
490,4,2,2,2,2,1,2,3,14.064059053466305,1
491,4,2,2,2,2,1,2,3,0.0,0
492,4,2,2,2,2,1,2,3,16.531904387322786,1
493,4,2,2,2,2,1,2,3,14.873637600961425,1
494,4,2,2,2,2,1,2,3,16.949813107619384,1
495,4,2,2,2,2,1,2,3,0.0,0
496,4,2,2,2,2,1,2,3,0.0,0
497,4,2,1,1,1,1,2,3,14.09716676127941,1
498,4,2,2,2,2,1,2,3,14.73619203638735,1
499,4,2,2,2,2,1,2,3,15.52628753083349,1
500,4,1,2,2,2,1,2,3,18.2763600412014,1
501,4,2,2,2,2,1,2,3,15.701527986940578,1
502,4,2,2,2,2,1,2,3,14.884886259140757,1
503,4,2,2,2,2,1,2,3,0.0,0
504,4,2,2,2,2,1,2,3,18.383782354516693,1
505,4,2,2,2,2,1,2,3,12.9654966792028,1
506,4,2,2,2,2,1,2,3,18.370895743096977,1
507,6,1,2,1,2,1,3,3,0.0,0
508,8,2,2,2,2,1,2,3,12.980790596450207,1
509,4,2,2,2,2,1,2,3,13.712425229880948,1
510,4,2,2,2,2,1,2,3,15.710100043836462,1
