,SND_MNTPRD_E,SND_MNTTAX_E,SND_MNTPAY_E,target,GROUP
1877,5956272410.0,0.0,0.0,16.85836264905421,1
1891,323185770.0,0.0,0.0,16.71980971119634,1
1897,218597762.0,0.0,0.0,16.14501660821184,1
1916,349928.0,0.0,0.0,0.0,0
1917,28855240.0,0.0,0.0,0.0,0
1921,8941481439.0,78545937.0,78545937.0,0.0,0
1953,14056117.0,0.0,0.0,0.0,0
1954,9919091720.0,0.0,0.0,0.0,0
1975,7943761734.0,0.0,0.0,0.0,0
2043,1079126450.0,0.0,0.0,0.0,0
2063,1509521556.0,0.0,0.0,0.0,0
2071,664869.0,0.0,0.0,0.0,0
2086,64478587.0,0.0,0.0,16.4290452967239,1
2111,2479584585.0,0.0,0.0,18.608981034114784,1
2119,2172927188.0,0.0,0.0,0.0,0
2138,23953992.0,0.0,0.0,17.946825530871298,1
2155,1524507454.0,0.0,0.0,15.45283091688411,1
2176,38679086.0,0.0,0.0,0.0,0
2187,9421000.0,0.0,0.0,18.502141617860325,1
2202,9720000.0,0.0,0.0,14.294187713195633,1
2215,128513758.0,0.0,0.0,15.903919893510412,1
2227,231453957.0,0.0,0.0,0.0,0
2241,7175601.0,0.0,0.0,15.751807937757526,1
2251,222859106.0,0.0,0.0,0.0,0
2257,2243416494.0,0.0,0.0,17.00484885356466,1
2277,371361885.0,0.0,0.0,18.109294111958327,1
2278,50196952.0,0.0,0.0,16.874775456286677,1
2293,30623858.0,0.0,0.0,16.585912453340217,1
2314,554294.0,0.0,0.0,11.56950426642292,1
2353,2166066584.0,11567137.0,11567137.0,0.0,0
2379,16270769.0,0.0,0.0,13.7745520957994,1
2394,545841697.0,0.0,0.0,0.0,0
2400,1300629.0,0.0,0.0,0.0,0
2413,1091651005.0,0.0,0.0,0.0,0
2419,5791333147.0,0.0,0.0,14.283001031878984,1
2467,8960037905.0,0.0,0.0,0.0,0
2505,41298350.0,0.0,0.0,18.32662525169832,1
2507,28016787.0,0.0,0.0,0.0,0
2516,1410701829.0,0.0,0.0,0.0,0
2538,443165487.0,0.0,0.0,0.0,0
2540,1872720890.0,0.0,0.0,0.0,0
2549,129635123.0,0.0,0.0,0.0,0
2562,7139482250.0,71394787.0,71394787.0,0.0,0
2566,599420522.0,0.0,0.0,0.0,0
2588,2304907500.0,0.0,0.0,0.0,0
2618,183628033.0,1836279.0,1836279.0,0.0,0
2631,769895638.0,0.0,0.0,16.269477644365313,1
2657,7348292.0,0.0,0.0,21.658113338004778,1
2684,1300996521.0,0.0,0.0,0.0,0
2699,84719059.0,0.0,0.0,0.0,0
2709,2407530.0,0.0,0.0,17.833913159611214,1
2769,267133.0,0.0,0.0,0.0,0
2793,2794598345.0,0.0,0.0,14.03060984073386,1
2815,26217540.0,0.0,0.0,16.847575773301305,1
2820,4762046.0,0.0,0.0,0.0,0
2829,6160365688.0,0.0,0.0,21.553833188770284,1
2839,2416191702.0,0.0,0.0,18.774335448556503,1
2918,2374754600.0,0.0,0.0,0.0,0
2937,45843495.0,0.0,0.0,19.091125718497878,1
2946,542496955.0,0.0,0.0,0.0,0
2957,1346943.0,0.0,0.0,0.0,0
3001,66382307.0,663823.0,663823.0,0.0,0
3003,165250151.0,0.0,0.0,0.0,0
3027,264186479.0,0.0,0.0,16.08990057941322,1
3032,11089463061.0,0.0,0.0,0.0,0
3062,17403035453.0,0.0,0.0,0.0,0
3063,74297298.0,0.0,0.0,17.608866687264094,1
3081,8627261.0,0.0,0.0,0.0,0
3090,45313817.0,0.0,0.0,0.0,0
3093,10513477.0,0.0,0.0,0.0,0
3103,23463454.0,0.0,0.0,19.496100124411107,1
3111,1662972047.0,0.0,0.0,0.0,0
3122,17704101600.0,0.0,0.0,0.0,0
3166,4178202.0,0.0,0.0,13.603571501206098,1
3176,2857492.0,0.0,0.0,12.879389498410287,1
3189,1585509429.0,0.0,0.0,17.348714875022942,1
3193,50251177.0,0.0,0.0,0.0,0
3220,65079928.0,0.0,0.0,18.161660152175678,1
3255,13237788712.0,264755600.0,264755600.0,15.044519623143824,1
3300,1246905.0,0.0,0.0,0.0,0
3305,26241809.0,0.0,0.0,18.73041840387853,1
3336,14369027.0,0.0,0.0,0.0,0
3348,459100000.0,0.0,0.0,19.254674296072842,1
3360,159324385.0,0.0,0.0,10.890068980025715,1
3368,15137975.0,0.0,0.0,0.0,0
3380,568213.0,0.0,0.0,0.0,0
3405,9117208.0,0.0,0.0,14.284224606057553,1
3438,151380122.0,0.0,0.0,15.40600558142127,1
3447,1457781921.0,0.0,0.0,15.486021744496494,1
3456,203533088.0,4070660.0,4070660.0,16.904757901075858,1
3464,80318209.0,0.0,0.0,0.0,0
3480,101989000.0,0.0,0.0,0.0,0
3490,3498543653.0,0.0,0.0,0.0,0
3495,446089350.0,0.0,0.0,18.44247541522257,1
3503,6277002.0,0.0,0.0,15.253320176336135,1
3523,11410000.0,0.0,0.0,17.67761568058729,1
3527,34755912.0,0.0,0.0,13.121581071482833,1
3528,98415573.0,0.0,0.0,19.34673746493732,1
3541,16556729.0,0.0,0.0,0.0,0
3557,4917038.0,0.0,0.0,14.33138879575091,1
3608,211562028.0,0.0,0.0,0.0,0
3615,549311057.0,0.0,0.0,0.0,0
3622,30412992.0,0.0,0.0,0.0,0
3627,781349537.0,0.0,0.0,0.0,0
3630,27723253113.0,25466.0,25466.0,0.0,0
3631,893364108.0,0.0,0.0,0.0,0
3633,122695869.0,0.0,0.0,0.0,0
3667,256143360.0,0.0,0.0,16.78325397227105,1
3676,247671295.0,0.0,0.0,19.615710932010195,1
3684,801846525.0,0.0,0.0,0.0,0
3707,1331760.0,0.0,0.0,17.62248080037389,1
3724,124886601.0,0.0,0.0,0.0,0
3732,2140799125.0,0.0,0.0,0.0,0
3752,7913181.0,0.0,0.0,16.53473093965974,1
3787,571364943.0,0.0,0.0,0.0,0
3790,1771337100.0,0.0,0.0,0.0,0
3801,16102500.0,0.0,0.0,0.0,0
3835,858781214.0,0.0,0.0,0.0,0
3867,257213172.0,1473067.0,1473067.0,0.0,0
3897,93250823.0,0.0,0.0,16.197064951967768,1
3900,1263476486.0,0.0,0.0,0.0,0
3906,2234645106.0,0.0,0.0,18.204966439812953,1
3944,133176755.0,0.0,0.0,19.868794624478845,1
3962,546413.0,0.0,0.0,0.0,0
3988,113531606.0,0.0,0.0,16.111675183799516,1
3991,56128559.0,0.0,0.0,14.711135209874262,1
3994,669891053.0,0.0,0.0,11.794511494249956,1
4021,1644172500.0,0.0,0.0,0.0,0
4023,95463664.0,0.0,0.0,16.562148130675702,1
4092,5260104340.0,0.0,0.0,0.0,0
4156,20219393575.0,0.0,0.0,16.027899681259143,1
4174,458243969.0,0.0,0.0,0.0,0
4187,159407.0,0.0,0.0,0.0,0
4205,23534389.0,0.0,0.0,17.47396224739814,1
4208,48295379.0,0.0,0.0,0.0,0
4212,1522455188.0,30449019.0,30449019.0,18.27534802306403,1
4230,31681350.0,0.0,0.0,16.38548411910443,1
4238,26416969.0,0.0,0.0,16.81227130246067,1
4265,11360000.0,0.0,0.0,17.571168179584454,1
4278,33613941.0,0.0,0.0,0.0,0
4286,4032341664.0,0.0,0.0,0.0,0
4324,1604244.0,0.0,0.0,0.0,0
4332,93494127.0,0.0,0.0,0.0,0
4371,1482640000.0,0.0,0.0,19.12522977071412,1
4403,9425937581.0,94259324.0,94259324.0,0.0,0
4418,366912247.0,0.0,0.0,17.877933606940157,1
4422,640905.0,0.0,0.0,0.0,0
4458,1278314280.0,0.0,0.0,0.0,0
4468,62441962.0,0.0,0.0,18.5985985936458,1
4475,372300000.0,0.0,0.0,0.0,0
4485,1062615074.0,0.0,0.0,0.0,0
4533,5273627659.0,0.0,0.0,14.86134142799312,1
4563,13814822689.0,0.0,0.0,16.522668427723932,1
4572,377654745.0,0.0,0.0,20.941896968189518,1
4575,50112530.0,0.0,0.0,14.372212963261724,1
4604,30255000.0,0.0,0.0,16.951148241862267,1
4607,330956208.0,0.0,0.0,0.0,0
4614,2271398950.0,0.0,0.0,0.0,0
4625,307983840.0,0.0,0.0,18.038556745321635,1
4627,81017586.0,0.0,0.0,16.17832442973335,1
4629,152727120.0,0.0,0.0,17.578710208139416,1
4635,2565334010.0,0.0,0.0,15.796225778969294,1
4656,3971487263.0,0.0,0.0,19.033302157684485,1
4679,17167535.0,0.0,0.0,20.160648592894763,1
4690,2559183035.0,0.0,0.0,0.0,0
4694,5010342264.0,0.0,0.0,18.727696326329035,1
4700,74237371.0,0.0,0.0,0.0,0
4730,248166400.0,0.0,0.0,16.06651684213119,1
4747,86678043.0,0.0,0.0,17.991264032638547,1
4751,85858480.0,0.0,0.0,17.321820674589155,1
4817,59989703.0,0.0,0.0,15.907460048092318,1
4821,6747942081.0,453656000.0,453656000.0,21.028056017087728,1
4826,196560321.0,0.0,0.0,0.0,0
4835,234004492.0,0.0,0.0,18.238996276174102,1
4842,558568270.0,23240000.0,23240000.0,21.664876910591644,1
4855,322374208.0,0.0,0.0,0.0,0
4884,20191183.0,0.0,0.0,18.282625717966205,1
4897,41943068.0,0.0,0.0,17.29617023273817,1
4899,4059954840.0,0.0,0.0,0.0,0
4935,154216725.0,0.0,0.0,0.0,0
4963,5102943.0,0.0,0.0,16.574140115327516,1
4996,149172392.0,0.0,0.0,17.27588385767616,1
5019,18730167.0,0.0,0.0,15.198312577953713,1
5024,275445000.0,0.0,0.0,0.0,0
5034,16388743.0,0.0,0.0,15.753196408572231,1
5078,61148888.0,0.0,0.0,0.0,0
5095,66080542.0,0.0,0.0,17.618038266853162,1
5107,5962532700.0,0.0,0.0,0.0,0
5124,27000000.0,0.0,0.0,0.0,0
5147,200488055.0,0.0,0.0,0.0,0
5161,169686287.0,0.0,0.0,0.0,0
5171,29948638.0,0.0,0.0,16.954172880574376,1
5172,61412800.0,0.0,0.0,0.0,0
5177,275710156.0,0.0,0.0,0.0,0
5189,47524120.0,0.0,0.0,18.88196001390959,1
5201,33986416.0,0.0,0.0,19.546455347455627,1
5204,506700.0,0.0,0.0,15.790234155270907,1
5225,11436783156.0,0.0,0.0,0.0,0
5248,35185805.0,0.0,0.0,0.0,0
5273,1053442.0,0.0,0.0,18.284952574465173,1
5284,556761475.0,0.0,0.0,21.284776838686206,1
5324,102635430.0,0.0,0.0,19.152150705799254,1
5380,2121800.0,0.0,0.0,0.0,0
5389,235406048.0,0.0,0.0,16.51548436596136,1
5399,102352913.0,0.0,0.0,17.343945752493134,1
5407,31784177.0,0.0,0.0,18.40545632843309,1
5418,18448394.0,0.0,0.0,0.0,0
5430,326790933.0,0.0,0.0,18.833852850041215,1
5442,5635399214.0,0.0,0.0,19.18318254056181,1
5468,5929700.0,0.0,0.0,0.0,0
5509,638868284.0,0.0,0.0,0.0,0
5531,207387023.0,0.0,0.0,14.827156559535279,1
5532,82980524.0,0.0,0.0,13.274653470269802,1
5545,81707111.0,0.0,0.0,17.154315345450822,1
5572,57376630.0,0.0,0.0,0.0,0
5585,312693807.0,0.0,0.0,0.0,0
5610,200676299.0,0.0,0.0,17.934991032878717,1
5628,324605.0,0.0,0.0,23.49861478481855,1
5641,621502565.0,0.0,0.0,0.0,0
5682,22540593.0,0.0,0.0,15.877589488086873,1
5723,87714901.0,0.0,0.0,15.474629856359279,1
5724,437806469.0,0.0,0.0,18.572829521309348,1
5728,27803770.0,0.0,0.0,0.0,0
5762,786299174.0,0.0,0.0,0.0,0
5785,2878352305.0,0.0,0.0,0.0,0
5788,561937712.0,0.0,0.0,16.095055861702615,1
5789,14857250.0,0.0,0.0,16.618778874026912,1
5791,377892363.0,0.0,0.0,0.0,0
5816,15128275.0,0.0,0.0,0.0,0
5817,19361898149.0,0.0,0.0,0.0,0
5837,57154203.0,0.0,0.0,19.76855410606236,1
5840,88189098.0,0.0,0.0,15.862149426738558,1
5842,234054952.0,0.0,0.0,0.0,0
5851,23525040.0,0.0,0.0,17.306256401049392,1
5859,1310763193.0,0.0,0.0,0.0,0
5862,4479558.0,0.0,0.0,0.0,0
5876,335148.0,0.0,0.0,0.0,0
5898,112966370.0,0.0,0.0,0.0,0
5929,389822928.0,0.0,0.0,0.0,0
5955,859250365.0,0.0,0.0,20.96510118548013,1
5986,114338268.0,0.0,0.0,0.0,0
6009,80533373.0,0.0,0.0,0.0,0
6023,21602000.0,0.0,0.0,17.348443787892215,1
6046,3293500.0,0.0,0.0,0.0,0
6067,10832653473.0,0.0,0.0,0.0,0
6111,701681764.0,0.0,0.0,0.0,0
6114,347953733.0,0.0,0.0,12.557074528042774,1
6149,2391895725.0,6531386.0,6531386.0,19.54266646653405,1
6159,16584304450.0,0.0,0.0,17.654092082929914,1
6172,5980282.0,0.0,0.0,0.0,0
6212,140068127.0,0.0,0.0,0.0,0
6240,2283875.0,0.0,0.0,0.0,0
6277,1321120538.0,0.0,0.0,18.426670628720665,1
6281,216655924.0,0.0,0.0,19.39856813141796,1
6287,41867322.0,0.0,0.0,0.0,0
6299,1904606122.0,0.0,0.0,0.0,0
6314,7853590.0,0.0,0.0,0.0,0
6337,6332424067.0,0.0,0.0,21.165490446010974,1
6348,6315399338.0,0.0,0.0,0.0,0
6357,27854791.0,0.0,0.0,17.390477560412776,1
6383,192692665.0,0.0,0.0,0.0,0
6398,32785525.0,0.0,0.0,16.331924676452502,1
6405,665855.0,0.0,0.0,14.96061958926919,1
6452,46219320.0,0.0,0.0,16.496741174407244,1
6475,155775325.0,0.0,0.0,0.0,0
6502,12242424.0,0.0,0.0,0.0,0
6551,356599690.0,0.0,0.0,14.03288228429755,1
6556,227357516.0,0.0,0.0,16.149655362666053,1
6582,10487416068.0,0.0,0.0,18.621020673808516,1
6601,1424165543.0,0.0,0.0,20.005656744582623,1
6638,22887500.0,0.0,0.0,16.589965475278294,1
6675,97673921.0,1953473.0,1953473.0,15.616812519114928,1
6677,44637000.0,0.0,0.0,0.0,0
6703,31084900.0,0.0,0.0,0.0,0
6725,406991329.0,0.0,0.0,18.2805399803335,1
6730,9447314099.0,0.0,0.0,0.0,0
6754,21425978.0,0.0,0.0,0.0,0
6772,157832794.0,0.0,0.0,19.906255751223487,1
6782,65000506.0,0.0,0.0,0.0,0
6805,3817388.0,0.0,0.0,0.0,0
6826,328808039.0,0.0,0.0,0.0,0
6858,8478933.0,0.0,0.0,0.0,0
6884,640556523.0,0.0,0.0,0.0,0
6888,43730100.0,0.0,0.0,17.80673788279363,1
6922,15655013.0,0.0,0.0,0.0,0
6923,281589762.0,0.0,0.0,17.58311438189538,1
6946,27374072.0,0.0,0.0,16.130182509690663,1
6968,2141622657.0,42832443.0,42832443.0,0.0,0
6993,9114927416.0,182298534.0,182298534.0,0.0,0
6999,944500.0,0.0,0.0,16.04663584623508,1
7000,533749618.0,0.0,0.0,19.303472167378114,1
7004,64350000.0,0.0,0.0,18.830917874494933,1
7007,61102271.0,0.0,0.0,16.981132472957025,1
7026,49040061.0,0.0,0.0,0.0,0
7029,17470376.0,0.0,0.0,14.780090376108346,1
7055,1399854771.0,13998538.0,13998538.0,0.0,0
7097,135198728.0,0.0,0.0,0.0,0
7098,405965639.0,0.0,0.0,16.44465289610192,1
7123,2987206173.0,0.0,0.0,0.0,0
7124,1212274260.0,0.0,0.0,19.108993060370487,1
7132,1586619.0,0.0,0.0,17.056540126440307,1
7142,2457772478.0,0.0,0.0,16.085667289466976,1
7196,645665020.0,0.0,0.0,21.168105700829862,1
7197,89813856.0,0.0,0.0,0.0,0
7214,502393730.0,0.0,0.0,0.0,0
7226,715272785.0,0.0,0.0,0.0,0
7252,6193389.0,0.0,0.0,17.589742689185467,1
7281,116301246.0,0.0,0.0,16.344406899816857,1
7288,83748316.0,0.0,0.0,0.0,0
7328,15059261.0,0.0,0.0,16.57826337842863,1
7341,474565015.0,0.0,0.0,0.0,0
7359,623354788.0,0.0,0.0,16.4658490863247,1
7362,2404826714.0,0.0,0.0,19.27919442831928,1
7397,36216917.0,0.0,0.0,0.0,0
7410,3342278.0,0.0,0.0,0.0,0
7421,18954745.0,0.0,0.0,18.481532869299677,1
7449,25737352120.0,0.0,0.0,0.0,0
7463,174050221.0,1740502.0,1740502.0,0.0,0
7478,344696912.0,0.0,0.0,0.0,0
7538,4893419307.0,0.0,0.0,17.425688277814473,1
7540,89739379.0,0.0,0.0,15.844988578610673,1
7546,250726124.0,0.0,0.0,22.55029366360101,1
7566,1186620000.0,0.0,0.0,19.156750067376393,1
7569,250488400.0,0.0,0.0,0.0,0
7577,909170700.0,0.0,0.0,0.0,0
7583,835631967.0,0.0,0.0,0.0,0
7588,862706458.0,0.0,0.0,0.0,0
7596,989959763.0,0.0,0.0,0.0,0
7602,241724425.0,0.0,0.0,15.786717596927955,1
7615,112900142.0,0.0,0.0,13.43435408629805,1
7622,51214606.0,0.0,0.0,17.20578274307941,1
7626,209947061.0,0.0,0.0,0.0,0
7681,34100000.0,0.0,0.0,0.0,0
7682,17377904.0,0.0,0.0,17.746257452196648,1
7701,244473040.0,0.0,0.0,17.65355835780944,1
7710,5254762.0,0.0,0.0,18.23732516073731,1
7732,648613821.0,0.0,0.0,17.94467406037695,1
7739,333730395.0,0.0,0.0,15.630848686233433,1
7770,78892233.0,0.0,0.0,0.0,0
7773,3752809.0,0.0,0.0,0.0,0
7820,9097600.0,0.0,0.0,0.0,0
7825,202539006.0,0.0,0.0,14.615531259012759,1
7836,1430651093.0,0.0,0.0,19.719960358076943,1
7875,26724938.0,0.0,0.0,14.716593434392069,1
7887,400682782.0,0.0,0.0,0.0,0
7902,1120483323.0,0.0,0.0,15.022019842702205,1
7905,10622502.0,0.0,0.0,0.0,0
7907,78245192.0,0.0,0.0,0.0,0
7936,1162544796.0,0.0,0.0,18.42550981519621,1
7953,630725502.0,0.0,0.0,17.956324927742678,1
7962,446542048.0,0.0,0.0,0.0,0
7977,1140125806.0,0.0,0.0,0.0,0
8028,171383309.0,0.0,0.0,0.0,0
8055,128104883.0,0.0,0.0,0.0,0
8059,305532807.0,0.0,0.0,0.0,0
8119,16453637.0,0.0,0.0,17.623368444074718,1
8122,17561122327.0,0.0,0.0,0.0,0
8124,854103505.0,0.0,0.0,15.734231845676858,1
8166,5927549530.0,0.0,0.0,0.0,0
8173,143971.0,0.0,0.0,0.0,0
8197,1225059.0,0.0,0.0,0.0,0
8202,14445967440.0,826592900.0,826592900.0,21.59166661334168,1
8214,48872200.0,0.0,0.0,13.774091510243226,1
8221,329949408.0,0.0,0.0,18.775467652673786,1
8255,13105922179.0,0.0,0.0,0.0,0
8257,9015235.0,0.0,0.0,0.0,0
8258,2131939.0,0.0,0.0,17.856808341975825,1
8264,58055725.0,0.0,0.0,19.68213923089332,1
8273,10798869029.0,107988645.0,107988645.0,15.540194780173454,1
8286,104641940.0,0.0,0.0,17.06375475917717,1
8300,18140415.0,0.0,0.0,15.992234424400644,1
8302,4996075051.0,0.0,0.0,16.83538026563534,1
8313,1745072056.0,0.0,0.0,0.0,0
8332,1763812006.0,17638109.0,17638109.0,0.0,0
8336,575200000.0,0.0,0.0,19.59719041303191,1
8340,17190381.0,0.0,0.0,20.157703136125363,1
8346,71911505.0,0.0,0.0,17.533801133512572,1
8348,13423109.0,0.0,0.0,17.409028835973597,1
8349,454053192.0,0.0,0.0,0.0,0
8365,66336605.0,0.0,0.0,0.0,0
8380,109194400.0,0.0,0.0,16.87163820352956,1
8403,180585398.0,0.0,0.0,0.0,0
8407,25850122.0,0.0,0.0,0.0,0
8442,421250623.0,0.0,0.0,17.07694348558145,1
8455,1494241654.0,0.0,0.0,0.0,0
8461,1808275454.0,0.0,0.0,0.0,0
8492,435700000.0,0.0,0.0,16.468501082512386,1
8495,397812080.0,0.0,0.0,15.813752618999965,1
8502,3495029550.0,0.0,0.0,0.0,0
8513,58473799.0,0.0,0.0,0.0,0
8533,550914146.0,0.0,0.0,18.717623780986106,1
8552,1223172.0,0.0,0.0,17.44830261273272,1
8588,56098376.0,0.0,0.0,17.06869868480537,1
8612,729568702.0,0.0,0.0,16.015886719393613,1
8614,1070538900.0,0.0,0.0,0.0,0
8622,1238325.0,0.0,0.0,0.0,0
8627,249700000.0,0.0,0.0,0.0,0
8651,79496559.0,0.0,0.0,18.687673572379488,1
8663,177726300.0,0.0,0.0,19.24579322583077,1
8736,409281.0,0.0,0.0,19.800514933022942,1
8741,166284000.0,0.0,0.0,16.943264985815365,1
8753,9035135.0,0.0,0.0,0.0,0
8762,204400235.0,0.0,0.0,0.0,0
8766,1631226.0,0.0,0.0,18.57933905484289,1
8815,1303122445.0,0.0,0.0,0.0,0
8818,55908927.0,0.0,0.0,18.529700704666052,1
8864,70033590.0,0.0,0.0,16.22563672746436,1
8880,1418237803.0,0.0,0.0,19.530094140074443,1
8885,17301979.0,0.0,0.0,0.0,0
8888,229523987.0,0.0,0.0,18.10368643485925,1
8901,2700390.0,0.0,0.0,17.793307071619406,1
8930,552336519.0,0.0,0.0,0.0,0
8933,146400267.0,0.0,0.0,15.077293580326312,1
8948,8318063.0,0.0,0.0,14.645459216088135,1
8958,1083166596.0,0.0,0.0,15.33850980210708,1
8973,6782585.0,0.0,0.0,0.0,0
8975,389692600.0,0.0,0.0,13.618117595971,1
8978,138083.0,0.0,0.0,14.983743432176748,1
8983,6771007.0,0.0,0.0,16.256258489361013,1
8996,92481765.0,0.0,0.0,0.0,0
9000,2400287400.0,0.0,0.0,0.0,0
9006,4899453.0,0.0,0.0,0.0,0
9033,138853474.0,0.0,0.0,0.0,0
9045,138517107.0,0.0,0.0,0.0,0
9071,443029100.0,0.0,0.0,15.660202236158714,1
9093,12928631.0,0.0,0.0,16.58941990779144,1
9098,5193739.0,0.0,0.0,0.0,0
9108,39218705.0,0.0,0.0,15.450174599180254,1
9158,285048016.0,0.0,0.0,20.44737703635233,1
9185,10297250.0,0.0,0.0,16.09851723852411,1
9201,58465654.0,0.0,0.0,15.084248670209716,1
9229,537822840.0,0.0,0.0,0.0,0
9272,38836000.0,0.0,0.0,14.237783617721806,1
9274,133909699.0,0.0,0.0,18.39873963874133,1
9278,35882240.0,0.0,0.0,0.0,0
9279,8729752430.0,87297471.0,87297471.0,0.0,0
9280,545286662.0,0.0,0.0,0.0,0
9281,50017508.0,0.0,0.0,0.0,0
9289,85121420.0,0.0,0.0,0.0,0
9295,732765251.0,0.0,0.0,0.0,0
9304,6244949.0,0.0,0.0,16.603878505836374,1
9315,289627.0,0.0,0.0,18.530279831161,1
9319,1259585750.0,0.0,0.0,0.0,0
9331,56216447.0,0.0,0.0,14.27546448266944,1
9357,74767432.0,0.0,0.0,0.0,0
9375,1584772559.0,0.0,0.0,0.0,0
9396,453684807.0,0.0,0.0,21.27786325159836,1
9398,21747931.0,0.0,0.0,0.0,0
9410,6201961978.0,0.0,0.0,20.44914368645976,1
9416,167659186.0,0.0,0.0,17.880667921225108,1
9433,1420020849.0,0.0,0.0,0.0,0
9487,2274684088.0,22746826.0,22746826.0,19.930236182157095,1
9508,2034818275.0,0.0,0.0,0.0,0
9519,462372787.0,0.0,0.0,0.0,0
9533,2838599.0,0.0,0.0,13.562139731029966,1
