,AX1_BRTIMP,AX2_HONORA,AX2_LOYERS,AX3_REVCAP,AX5_MNTMAR,target,GROUP
89,0.0,0.0,0.0,0.0,1283589744.0,0.0,0
90,0.0,0.0,0.0,0.0,290633950.0,17.163338386040554,1
91,0.0,4572754363.0,0.0,0.0,12011861.0,0.0,0
92,0.0,0.0,0.0,625.0,21539133.0,15.096115460441638,1
93,0.0,0.0,0.0,0.0,133009000.0,0.0,0
95,0.0,18039747.0,149354534.0,0.0,1937560904.0,17.94864521178935,1
98,0.0,0.0,4589687.0,0.0,0.0,16.2599912285576,1
99,0.0,0.0,0.0,0.0,3273529.0,12.767789082699109,1
100,0.0,0.0,0.0,0.0,19058516.0,14.525585157937467,1
101,0.0,0.0,0.0,0.0,82301907.0,15.264428717684927,1
104,0.0,0.0,0.0,0.0,47307782.0,15.734136424666813,1
105,0.0,0.0,6195000.0,0.0,103000000.0,0.0,0
106,0.0,0.0,0.0,0.0,8167200.0,18.456253918687388,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0
108,0.0,0.0,0.0,0.0,32825600.0,0.0,0
110,0.0,0.0,0.0,0.0,12881822.0,0.0,0
111,0.0,27684117.0,0.0,0.0,0.0,16.272399261948156,1
112,0.0,0.0,0.0,3715228.0,0.0,15.946015986469758,1
113,0.0,249666279.0,399176602.0,90748583.0,43517267.0,17.276897517805494,1
115,0.0,4062649.0,0.0,0.0,123800.0,14.5751479476292,1
117,0.0,0.0,0.0,0.0,231603337.0,17.2530510227814,1
118,0.0,0.0,0.0,0.0,0.0,17.075653615819373,1
120,0.0,0.0,10732400.0,0.0,3763365862.0,12.16184903874801,1
121,0.0,0.0,0.0,2653815.0,2835808224.0,0.0,0
122,0.0,0.0,0.0,0.0,54027126.0,16.650631023484205,1
125,0.0,0.0,0.0,0.0,3937842279.0,0.0,0
126,0.0,0.0,0.0,4032995.0,0.0,0.0,0
127,0.0,0.0,0.0,0.0,41341118.0,15.586527378214175,1
128,0.0,0.0,0.0,0.0,302871229.0,0.0,0
129,0.0,0.0,0.0,0.0,0.0,14.633812204969995,1
130,0.0,549493476.0,0.0,0.0,71688000.0,16.964066574210857,1
131,0.0,0.0,0.0,0.0,15034259.0,14.64159776882851,1
133,0.0,0.0,0.0,5147470.0,0.0,0.0,0
134,0.0,0.0,0.0,0.0,0.0,0.0,0
135,0.0,85707693.0,0.0,0.0,1051333.0,13.652407928735187,1
136,0.0,0.0,0.0,4298750.0,0.0,17.589721892001872,1
137,0.0,0.0,0.0,0.0,7675467.0,13.894550917300673,1
138,0.0,0.0,35294120.0,0.0,20993114135.0,0.0,0
139,0.0,0.0,0.0,0.0,14521583.0,14.702727102152279,1
140,0.0,0.0,0.0,0.0,91441221.0,18.21131316667481,1
142,62703967.0,0.0,0.0,0.0,0.0,18.754447151689593,1
143,0.0,0.0,0.0,0.0,161284863.0,15.333856123019714,1
146,0.0,0.0,0.0,0.0,1046926397.0,14.516841658707099,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0
148,0.0,0.0,0.0,0.0,22265451.0,13.936183635645413,1
149,0.0,0.0,0.0,0.0,101666548.0,16.769156027046357,1
151,0.0,5129000.0,0.0,0.0,553564688.0,0.0,0
153,0.0,0.0,0.0,0.0,642243124.0,18.830418551067854,1
156,214683000.0,0.0,116848283.0,82357558.0,0.0,0.0,0
157,0.0,0.0,0.0,8445.0,0.0,15.836713823550971,1
159,0.0,0.0,0.0,0.0,6195544455.0,0.0,0
160,0.0,8400000.0,0.0,0.0,0.0,15.411146256559839,1
162,0.0,0.0,0.0,0.0,299719798.0,16.993442255854355,1
163,0.0,0.0,0.0,1182770.0,205831215.0,0.0,0
164,0.0,2500000.0,0.0,0.0,267804.0,15.89391931650716,1
165,0.0,0.0,0.0,3508333.0,0.0,0.0,0
166,0.0,40000.0,0.0,0.0,118246307.0,19.17457661392616,1
167,0.0,111563970.0,0.0,0.0,0.0,16.64922730470386,1
168,0.0,0.0,0.0,78407909.0,0.0,0.0,0
169,0.0,3556500.0,0.0,481217.0,0.0,10.404838432339577,1
171,0.0,0.0,74348200.0,0.0,260609445.0,0.0,0
172,0.0,0.0,0.0,3695020.0,0.0,13.525426937436324,1
173,0.0,0.0,0.0,0.0,413118067.0,19.503012789040547,1
174,0.0,0.0,0.0,0.0,43835000.0,15.36235110400028,1
176,0.0,0.0,0.0,0.0,868398907.0,18.0098174618852,1
177,0.0,0.0,0.0,0.0,6500533.0,13.720070669748175,1
178,0.0,0.0,0.0,0.0,1220137288.0,15.725862660961626,1
179,0.0,0.0,0.0,18200.0,0.0,0.0,0
180,0.0,11431300.0,0.0,45125.0,0.0,12.985897397372822,1
182,0.0,142079800.0,0.0,0.0,9074000.0,15.35304744575885,1
183,0.0,0.0,0.0,0.0,12385087.0,15.788128569858387,1
185,0.0,0.0,0.0,0.0,361826086.0,18.665846363662567,1
186,0.0,0.0,69252667.0,0.0,0.0,12.914256210916234,1
187,0.0,0.0,0.0,0.0,52841900.0,15.125558932235773,1
188,0.0,0.0,0.0,2231188.0,17022527997.0,0.0,0
189,0.0,0.0,0.0,16001505.0,0.0,18.346571793336626,1
191,0.0,0.0,0.0,3684685.0,1074906979.0,16.442378468982167,1
192,0.0,0.0,0.0,8671440.0,211568148.0,0.0,0
193,0.0,0.0,0.0,0.0,150262775.0,16.921737683882338,1
194,0.0,0.0,12744000.0,0.0,10827958.0,19.877618444454104,1
195,0.0,0.0,0.0,0.0,62596481.0,15.570460976974163,1
197,0.0,30966941.0,0.0,0.0,0.0,14.751960324202301,1
198,0.0,1385000.0,0.0,11064450.0,0.0,12.172231436861402,1
199,0.0,0.0,0.0,0.0,103733384.0,14.916080262975767,1
200,0.0,35400000.0,76425880.0,103838745.0,1492780670.0,15.464396849941387,1
202,0.0,0.0,0.0,0.0,5572925471.0,0.0,0
203,0.0,0.0,0.0,0.0,65516877.0,0.0,0
204,0.0,0.0,0.0,2514000.0,0.0,18.075903159211702,1
205,0.0,0.0,0.0,0.0,5221999855.0,18.710687277749432,1
206,0.0,0.0,151478353.0,183990.0,414353754.0,0.0,0
207,0.0,0.0,8877607.0,33490.0,0.0,14.118730293314755,1
208,0.0,53968452.0,51633103.0,0.0,42655600.0,19.364098800148174,1
209,0.0,48506496.0,153746055.0,0.0,0.0,17.473385527090766,1
210,0.0,0.0,0.0,0.0,63188004.0,16.64707607450993,1
212,0.0,0.0,53945879.0,0.0,4433581947.0,15.421916478553085,1
213,0.0,0.0,0.0,0.0,53139600.0,0.0,0
214,0.0,278080.0,0.0,150745.0,23813056.0,16.76369252340955,1
215,0.0,0.0,0.0,0.0,186147600.0,15.63179547133929,1
216,0.0,159014930.0,0.0,52731820.0,0.0,17.95862376031464,1
217,0.0,0.0,0.0,0.0,0.0,18.661558848315718,1
218,0.0,0.0,0.0,0.0,724424219.0,0.0,0
219,0.0,3752000.0,1290000.0,0.0,0.0,17.38297661337107,1
220,0.0,0.0,45312000.0,0.0,0.0,15.748769734141947,1
221,0.0,0.0,0.0,0.0,2709150.0,17.08455749781217,1
223,0.0,0.0,0.0,0.0,0.0,17.230309714647664,1
224,0.0,0.0,0.0,0.0,2174040.0,0.0,0
226,0.0,0.0,0.0,0.0,9570000.0,16.29844618322569,1
227,0.0,0.0,0.0,0.0,46317923.0,0.0,0
228,0.0,0.0,0.0,0.0,2158000.0,18.036409721084194,1
229,0.0,104029199.0,0.0,0.0,40280480.0,19.551446068866955,1
230,0.0,0.0,0.0,3460.0,0.0,15.329875522452348,1
231,0.0,0.0,0.0,0.0,0.0,17.7439126507833,1
232,0.0,65924592.0,0.0,0.0,0.0,15.4197976275544,1
233,0.0,0.0,0.0,46020.0,0.0,0.0,0
234,0.0,0.0,0.0,0.0,68307879.0,16.15922233505599,1
235,0.0,5052678.0,0.0,15226934.0,7796694448.0,16.549075342689182,1
236,0.0,0.0,0.0,0.0,0.0,12.910809900936902,1
237,0.0,0.0,0.0,0.0,71439800.0,16.204052955942526,1
239,0.0,0.0,0.0,0.0,13496348.0,15.800238454377673,1
240,0.0,3980000.0,0.0,109270.0,0.0,12.212834731009295,1
242,0.0,32000.0,0.0,490831.0,1584030034.0,19.98875009169061,1
243,0.0,2800000.0,0.0,0.0,0.0,16.652672859320838,1
244,0.0,0.0,0.0,0.0,575029618.0,15.174433722288034,1
245,0.0,5700.0,0.0,88409720.0,158737286.0,0.0,0
246,0.0,113668365.0,0.0,0.0,1529064.0,14.38173077428494,1
247,0.0,0.0,0.0,0.0,16053070.0,16.59395479069216,1
249,0.0,91034097.0,0.0,0.0,833296581.0,0.0,0
250,0.0,2889600.0,0.0,3564600.0,750000.0,12.571729134368784,1
251,0.0,245273190.0,2240500.0,6410654.0,84712433.0,0.0,0
252,0.0,17382836207.0,0.0,0.0,0.0,19.135533744489774,1
253,0.0,52781840.0,0.0,0.0,0.0,13.127203644389414,1
254,0.0,3925122.0,0.0,0.0,6321305143.0,0.0,0
255,0.0,0.0,0.0,0.0,0.0,16.968739023160616,1
256,0.0,54985300.0,0.0,0.0,295937207.0,17.02220772309759,1
257,0.0,0.0,0.0,0.0,2428533.0,16.348740278723678,1
259,0.0,42220717.0,0.0,31272165.0,550446.0,0.0,0
262,0.0,0.0,0.0,0.0,9255169744.0,0.0,0
263,0.0,0.0,0.0,0.0,729727615.0,15.394384721366913,1
265,0.0,0.0,9006793.0,4083142.0,0.0,0.0,0
267,0.0,205556080.0,0.0,0.0,0.0,17.3921086581282,1
268,0.0,38932736.0,0.0,1525724634.0,13098200896.0,13.833863114808445,1
269,0.0,0.0,0.0,0.0,133334643.0,15.311688166753292,1
270,0.0,15000000.0,52500000.0,0.0,0.0,13.651882778625565,1
271,0.0,3707000.0,0.0,0.0,0.0,13.692797012295525,1
272,43649727.0,0.0,0.0,81505.0,0.0,17.24620936158098,1
274,0.0,0.0,0.0,0.0,288000.0,14.904459304651356,1
275,0.0,0.0,0.0,0.0,757823622.0,15.335846181702886,1
276,0.0,0.0,0.0,0.0,0.0,12.100717685412473,1
277,0.0,0.0,0.0,0.0,17658534.0,9.41759841406017,1
279,0.0,0.0,0.0,0.0,89623795.0,16.416637764114135,1
280,0.0,9900000.0,134777626.0,37312000.0,807457838.0,16.857489143790723,1
281,0.0,0.0,0.0,0.0,4156267.0,18.116900386648158,1
282,0.0,0.0,0.0,0.0,65468987.0,16.237214416352632,1
283,0.0,6213000.0,0.0,0.0,0.0,0.0,0
284,0.0,0.0,0.0,52575.0,1404835986.0,16.033443670221214,1
285,0.0,0.0,0.0,0.0,0.0,19.647775967784874,1
287,0.0,7645010.0,0.0,0.0,0.0,14.659537216657649,1
288,22991376.0,0.0,0.0,0.0,0.0,0.0,0
289,0.0,0.0,0.0,0.0,215642538.0,17.153943914250686,1
290,0.0,16317947.0,25411770.0,290475.0,0.0,15.170410222619665,1
292,0.0,0.0,0.0,11060.0,64835037.0,16.106679938958454,1
294,0.0,0.0,0.0,1582358.0,303318330.0,0.0,0
295,0.0,0.0,0.0,0.0,54380371.0,18.522310928568782,1
296,0.0,0.0,823533.0,1231650.0,0.0,15.382357620709154,1
297,0.0,9849960.0,84960000.0,32580982.0,3184600383.0,0.0,0
300,0.0,596913303.0,12744000.0,0.0,0.0,17.095299339546994,1
301,0.0,3042000.0,0.0,0.0,0.0,14.326645933752156,1
304,0.0,0.0,0.0,0.0,8321320968.0,16.625617222349895,1
305,0.0,2822400.0,0.0,0.0,0.0,15.973448073279506,1
306,0.0,5166447.0,0.0,0.0,0.0,14.13183256402515,1
307,0.0,71755246.0,0.0,9520.0,2654606.0,15.409527374160314,1
308,0.0,0.0,0.0,0.0,15944500.0,0.0,0
309,0.0,0.0,0.0,0.0,0.0,13.077677678381589,1
310,0.0,0.0,0.0,14785.0,0.0,17.600758972085995,1
311,3677420.0,0.0,0.0,0.0,0.0,14.104252318747996,1
312,0.0,0.0,0.0,0.0,0.0,14.368815617934876,1
313,0.0,101000129.0,0.0,0.0,0.0,15.195083631754036,1
314,0.0,0.0,0.0,47948.0,58926682.0,14.524743663509865,1
316,0.0,0.0,0.0,790.0,71268133.0,16.397402498925345,1
318,0.0,0.0,0.0,0.0,105964587.0,15.679982085034661,1
320,0.0,44452000.0,0.0,0.0,0.0,13.50627793148205,1
321,0.0,11750001.0,54226422.0,410638.0,0.0,0.0,0
322,0.0,0.0,3847393.0,0.0,0.0,17.54460280507289,1
324,0.0,0.0,0.0,0.0,378335485.0,0.0,0
326,0.0,0.0,0.0,0.0,21877279.0,13.372276602235813,1
327,0.0,0.0,0.0,0.0,0.0,14.907857594196287,1
328,0.0,0.0,3600000.0,112830596.0,0.0,18.946467499749986,1
329,0.0,319000.0,0.0,0.0,0.0,14.121743739595926,1
330,0.0,0.0,0.0,0.0,2780067.0,12.095604664504066,1
331,0.0,0.0,0.0,0.0,36457067.0,15.125868083270655,1
332,0.0,28160800.0,0.0,0.0,291080923.0,0.0,0
334,0.0,0.0,0.0,0.0,0.0,16.669579435024474,1
335,0.0,0.0,0.0,0.0,0.0,15.233692803024475,1
337,0.0,0.0,1322459700.0,0.0,0.0,19.59474293255765,1
338,0.0,23066024.0,0.0,0.0,0.0,0.0,0
339,0.0,0.0,0.0,18578086.0,15665247618.0,21.33928799848659,1
340,0.0,0.0,0.0,5445460.0,17844933.0,13.940758109120516,1
341,0.0,7493000.0,0.0,10975.0,0.0,0.0,0
342,0.0,0.0,0.0,0.0,72229032.0,0.0,0
343,0.0,0.0,0.0,0.0,284167200.0,0.0,0
344,0.0,492800.0,0.0,0.0,200526.0,15.116682937879837,1
346,0.0,0.0,0.0,0.0,33634308.0,15.367799962391715,1
347,0.0,0.0,0.0,0.0,0.0,16.47504535714645,1
348,0.0,0.0,0.0,0.0,234353784.0,19.140612751772426,1
349,0.0,0.0,0.0,0.0,0.0,17.63856529111338,1
350,0.0,0.0,0.0,0.0,33502533.0,17.51300916027106,1
351,0.0,0.0,0.0,0.0,82580157.0,17.947310028428536,1
352,0.0,0.0,0.0,0.0,293032378.0,0.0,0
353,0.0,0.0,0.0,0.0,137951533.0,16.817002562376544,1
356,0.0,6272000.0,0.0,2400.0,0.0,16.57659738629922,1
357,0.0,0.0,0.0,0.0,431261720.0,18.388619935000843,1
359,0.0,0.0,0.0,190937.0,10152267.0,16.92078825322862,1
363,0.0,1154266.0,0.0,0.0,0.0,18.49094427714003,1
366,0.0,0.0,0.0,0.0,8063667.0,16.021788364208046,1
367,0.0,0.0,0.0,0.0,2276780.0,19.079802427224656,1
368,0.0,0.0,0.0,0.0,34935379.0,15.706102481347287,1
371,0.0,0.0,0.0,0.0,1162675811.0,18.162940856552225,1
373,0.0,18815680.0,14823528.0,396925.0,904960156.0,0.0,0
375,0.0,0.0,758636966.0,2310190.0,0.0,0.0,0
378,0.0,0.0,0.0,0.0,65582709.0,11.987680289391447,1
379,0.0,0.0,0.0,0.0,0.0,15.266938185200873,1
381,0.0,0.0,0.0,0.0,110817172.0,17.004241517689614,1
382,0.0,2923400.0,0.0,0.0,562444639.0,17.205601254786956,1
384,0.0,0.0,0.0,0.0,1315294622.0,19.591337938353494,1
386,0.0,0.0,0.0,96389189.0,0.0,0.0,0
387,0.0,0.0,0.0,8648824.0,0.0,0.0,0
388,0.0,0.0,0.0,0.0,0.0,17.312705852585054,1
390,0.0,0.0,0.0,0.0,36096282.0,14.327722620180152,1
391,0.0,17637140.0,0.0,0.0,49061279.0,15.632134657507127,1
392,0.0,0.0,0.0,33610562.0,21421067.0,0.0,0
393,0.0,303396870.0,0.0,0.0,26800000.0,15.060424229744802,1
394,0.0,0.0,0.0,0.0,0.0,17.742793299129648,1
395,0.0,76000.0,0.0,0.0,0.0,15.066746074784772,1
396,0.0,0.0,0.0,0.0,0.0,17.81962139336323,1
397,0.0,0.0,0.0,1835438.0,0.0,14.904400066554242,1
398,0.0,0.0,0.0,365.0,8743800.0,0.0,0
399,0.0,7832000.0,0.0,151015.0,0.0,15.270973875067332,1
400,0.0,0.0,0.0,0.0,0.0,15.918271208434234,1
401,39785590.0,0.0,0.0,9727.0,358349016.0,16.287392250074575,1
402,0.0,0.0,0.0,0.0,70097933.0,17.091809914858825,1
403,0.0,0.0,0.0,880.0,0.0,9.328212292571072,1
404,0.0,88120170.0,0.0,993740.0,0.0,15.297733771107724,1
405,0.0,0.0,0.0,10445.0,0.0,15.552955506827637,1
408,0.0,14455000.0,0.0,0.0,6529650424.0,20.000070613846397,1
409,0.0,0.0,0.0,0.0,4655717.0,16.59518536450174,1
410,0.0,246070760.0,0.0,0.0,0.0,16.13946489360885,1
411,0.0,0.0,0.0,9749970.0,41447962.0,18.259378720782472,1
412,0.0,0.0,0.0,0.0,0.0,16.130152079262132,1
413,0.0,0.0,0.0,0.0,2278927993.0,20.001027002034352,1
416,0.0,0.0,9658194.0,0.0,0.0,0.0,0
417,0.0,38158235.0,0.0,1275777.0,0.0,15.611078432667934,1
419,0.0,0.0,0.0,0.0,132486960.0,14.396222813694305,1
420,0.0,10598498.0,0.0,0.0,43297434.0,15.03142902787103,1
421,0.0,0.0,0.0,0.0,1806345.0,15.464527388619327,1
422,0.0,9500000.0,0.0,0.0,118648.0,0.0,0
424,0.0,0.0,53606000.0,0.0,858028.0,17.29756769803847,1
425,0.0,159515500.0,0.0,0.0,0.0,17.66668875608694,1
426,0.0,0.0,0.0,7233.0,0.0,13.797299743062238,1
427,0.0,0.0,0.0,0.0,1421054333.0,17.972390260896812,1
429,0.0,0.0,0.0,0.0,0.0,0.0,0
430,0.0,0.0,0.0,0.0,1328067516.0,0.0,0
431,0.0,0.0,0.0,0.0,0.0,16.101179374141992,1
432,0.0,0.0,0.0,676520.0,0.0,16.312095994459654,1
435,0.0,0.0,0.0,0.0,102197600.0,0.0,0
439,0.0,0.0,0.0,0.0,2799801217.0,15.811964570654052,1
441,0.0,38517117.0,0.0,84605.0,4682414.0,15.244839982958956,1
442,0.0,463368380.0,0.0,99369100.0,12897314834.0,0.0,0
443,0.0,20401089.0,0.0,9530.0,1506070.0,15.662042420822756,1
446,0.0,29136620.0,0.0,90355.0,0.0,0.0,0
447,0.0,0.0,0.0,0.0,1727046006.0,17.62316655404372,1
448,0.0,0.0,0.0,0.0,210573242.0,16.70992413668677,1
449,0.0,120104195.0,0.0,0.0,0.0,16.405556123858737,1
451,0.0,0.0,0.0,0.0,8726428.0,15.669716987540802,1
452,0.0,3360000.0,0.0,0.0,0.0,15.628842166409813,1
453,0.0,0.0,3026610.0,2000.0,0.0,15.072834822201273,1
454,0.0,0.0,0.0,1180.0,451144546.0,13.794428893048105,1
455,0.0,0.0,0.0,125718.0,0.0,18.37629937026781,1
456,0.0,33190000.0,0.0,0.0,0.0,14.36433229921841,1
457,0.0,0.0,0.0,0.0,63615900.0,0.0,0
458,0.0,0.0,0.0,1972.0,0.0,12.986291617921404,1
459,0.0,12418706.0,0.0,343151.0,0.0,14.188809848517653,1
460,0.0,0.0,0.0,316715.0,0.0,15.026011209458494,1
462,0.0,0.0,0.0,1142380.0,0.0,0.0,0
463,0.0,0.0,0.0,0.0,0.0,12.662614191180811,1
464,0.0,18076400.0,0.0,958880.0,14092269111.0,0.0,0
465,0.0,0.0,0.0,8380.0,0.0,15.000300542873434,1
466,0.0,0.0,0.0,0.0,90228802.0,12.923914877701904,1
467,0.0,0.0,0.0,0.0,10260200.0,15.660891517560394,1
469,0.0,0.0,0.0,0.0,197747987.0,15.601283812172866,1
470,0.0,0.0,0.0,0.0,0.0,0.0,0
471,0.0,0.0,0.0,0.0,0.0,0.0,0
472,0.0,0.0,0.0,1016086.0,0.0,15.234639176403801,1
473,0.0,48526780.0,0.0,0.0,0.0,16.476648660227813,1
476,0.0,0.0,0.0,0.0,77821842.0,16.759668550289188,1
477,0.0,0.0,0.0,0.0,56456333.0,15.967503432291537,1
478,0.0,0.0,0.0,0.0,95228200.0,15.300989402255261,1
481,0.0,2565467.0,0.0,0.0,2451636600.0,19.355163889777675,1
482,0.0,0.0,9398500.0,6805435.0,0.0,13.999692050671229,1
483,0.0,8400000.0,0.0,0.0,0.0,14.063430230577028,1
485,0.0,0.0,0.0,0.0,26754667.0,17.358470227801327,1
486,0.0,0.0,0.0,0.0,16661748.0,15.353941285830023,1
487,0.0,0.0,0.0,0.0,241920000.0,15.866552753723225,1
489,0.0,0.0,0.0,3354320.0,7940987889.0,0.0,0
491,0.0,0.0,0.0,0.0,44569333.0,0.0,0
492,0.0,0.0,0.0,1051230.0,144478539.0,16.531904387322786,1
493,0.0,0.0,0.0,0.0,0.0,14.873637600961425,1
494,0.0,0.0,0.0,0.0,5068964.0,16.949813107619384,1
497,0.0,952940.0,0.0,0.0,0.0,14.09716676127941,1
499,0.0,71571499.0,0.0,763501.0,3597763.0,15.52628753083349,1
500,0.0,0.0,0.0,0.0,0.0,18.2763600412014,1
503,0.0,0.0,0.0,0.0,49041600.0,0.0,0
504,0.0,0.0,0.0,0.0,157874614.0,18.383782354516693,1
505,0.0,20364056.0,0.0,0.0,549578.0,12.9654966792028,1
506,0.0,0.0,0.0,0.0,0.0,18.370895743096977,1
507,0.0,12827544.0,0.0,15153918.0,1956744.0,0.0,0
508,0.0,130026.0,0.0,0.0,0.0,12.980790596450207,1
509,0.0,350000.0,0.0,0.0,0.0,13.712425229880948,1
510,0.0,0.0,0.0,0.0,0.0,15.710100043836462,1
511,0.0,0.0,0.0,1217835.0,11705000.0,16.69142988072751,1
512,0.0,0.0,0.0,0.0,484949600.0,0.0,0
514,0.0,0.0,0.0,0.0,0.0,16.636030802036117,1
515,0.0,0.0,0.0,760199.0,0.0,15.949148102095418,1
516,0.0,0.0,0.0,0.0,90979600.0,0.0,0
517,0.0,0.0,0.0,0.0,17672800.0,0.0,0
518,0.0,10050.0,0.0,0.0,0.0,16.353872189010296,1
520,0.0,0.0,14993670.0,0.0,1079577873.0,18.01698961640981,1
521,378786974.0,42941140.0,10280160.0,10158419.0,33743948.0,15.847220874600682,1
522,0.0,0.0,0.0,0.0,6700867.0,17.02953941524046,1
524,0.0,0.0,0.0,0.0,25840000.0,15.713081691067494,1
526,0.0,0.0,0.0,0.0,441273349.0,0.0,0
527,0.0,0.0,0.0,0.0,0.0,14.78614893494416,1
528,0.0,0.0,0.0,0.0,42725908.0,0.0,0
529,0.0,0.0,12000000.0,0.0,4749859186.0,0.0,0
530,0.0,0.0,0.0,0.0,27377720.0,17.06682069730857,1
531,0.0,11549040.0,0.0,0.0,0.0,15.678878031791509,1
532,0.0,0.0,0.0,0.0,0.0,14.670906256464086,1
533,0.0,0.0,0.0,0.0,3008594520.0,20.577929719634216,1
534,0.0,0.0,0.0,0.0,146745803.0,0.0,0
535,0.0,0.0,2223529.0,0.0,1933074400.0,16.705555595826596,1
537,0.0,0.0,0.0,0.0,0.0,17.37165099115858,1
538,0.0,0.0,0.0,15926289.0,21632187466.0,16.702870339967284,1
540,0.0,0.0,0.0,0.0,0.0,15.261689737902069,1
541,0.0,0.0,0.0,0.0,0.0,18.143589800299214,1
542,0.0,1648653600.0,0.0,0.0,9259491465.0,19.796186615537213,1
544,0.0,219648.0,0.0,0.0,0.0,12.283038316285214,1
