,CTR_OFODEC,CTR_OFODEP,CTR_OFODET,CTR_OBLAUT,CTR_OBLASS,CTR_ODTIMB,CTR_OBLTHO,CTR_OBLDLI,CTR_OBLTVI,target,GROUP
127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.586527378214175,1
128,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.633812204969995,1
130,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.964066574210857,1
131,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,14.64159776882851,1
132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.67871670644628,1
133,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
134,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
135,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,13.652407928735187,1
136,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.589721892001872,1
137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.894550917300673,1
138,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
139,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,14.702727102152279,1
140,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.21131316667481,1
141,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,18.447530258025726,1
142,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,18.754447151689593,1
143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.333856123019714,1
144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.590003142182491,1
145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.97489608425704,1
146,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.516841658707099,1
147,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.936183635645413,1
149,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.769156027046357,1
150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.142505003922277,1
151,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
152,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.191473706787924,1
153,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,18.830418551067854,1
154,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.674192053114453,1
155,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.085319328044204,1
156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.836713823550971,1
158,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.161327567302134,1
159,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
160,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.411146256559839,1
161,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
162,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.993442255854355,1
163,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0
164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.89391931650716,1
165,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
166,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,19.17457661392616,1
167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.64922730470386,1
168,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
169,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.404838432339577,1
170,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.057801067024947,1
171,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.525426937436324,1
173,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.503012789040547,1
174,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.36235110400028,1
175,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
176,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,18.0098174618852,1
177,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.720070669748175,1
178,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.725862660961626,1
179,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
180,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.985897397372822,1
181,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
182,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.35304744575885,1
183,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.788128569858387,1
184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.206395654612862,1
185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.665846363662567,1
186,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.914256210916234,1
187,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.125558932235773,1
188,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
189,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.346571793336626,1
190,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
191,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.442378468982167,1
192,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
193,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.921737683882338,1
194,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.877618444454104,1
195,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.570460976974163,1
196,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,19.18139226012759,1
197,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.751960324202301,1
198,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.172231436861402,1
199,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.916080262975767,1
200,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.464396849941387,1
201,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,18.42700267834717,1
202,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
203,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.075903159211702,1
205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.710687277749432,1
206,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,14.118730293314755,1
208,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,19.364098800148174,1
209,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.473385527090766,1
210,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.64707607450993,1
211,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.842316589097853,1
212,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.421916478553085,1
213,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.76369252340955,1
215,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.63179547133929,1
216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.95862376031464,1
217,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,18.661558848315718,1
218,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.38297661337107,1
220,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.748769734141947,1
221,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.08455749781217,1
222,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.29046451022964,1
223,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.230309714647664,1
224,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0
225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.184824094682774,1
226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.29844618322569,1
227,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.036409721084194,1
229,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,19.551446068866955,1
230,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,15.329875522452348,1
231,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.7439126507833,1
232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.4197976275544,1
233,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
234,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.15922233505599,1
235,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.549075342689182,1
236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.910809900936902,1
237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.204052955942526,1
238,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.244086762260153,1
239,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.800238454377673,1
240,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.212834731009295,1
241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
242,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,19.98875009169061,1
243,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.652672859320838,1
244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.174433722288034,1
245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.38173077428494,1
247,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.59395479069216,1
248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.504682347116404,1
249,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
250,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.571729134368784,1
251,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
252,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.135533744489774,1
253,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,13.127203644389414,1
254,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.968739023160616,1
256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.02220772309759,1
257,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.348740278723678,1
258,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.80642745618578,1
259,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
260,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.29461943309099,1
261,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.871371115840454,1
262,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
263,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.394384721366913,1
264,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,14.025894652523112,1
265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
266,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
267,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.3921086581282,1
268,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,13.833863114808445,1
269,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.311688166753292,1
270,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.651882778625565,1
271,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.692797012295525,1
272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,17.24620936158098,1
273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,15.146522890790095,1
274,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,14.904459304651356,1
275,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.335846181702886,1
276,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,12.100717685412473,1
277,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,9.41759841406017,1
278,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.057369046488226,1
279,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.416637764114135,1
280,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.857489143790723,1
281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.116900386648158,1
282,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.237214416352632,1
283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
284,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.033443670221214,1
285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,19.647775967784874,1
286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.450989196964214,1
287,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.659537216657649,1
288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.153943914250686,1
290,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.170410222619665,1
291,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.256950558652338,1
292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.106679938958454,1
